iata,name,city
BLQ,Bologna / Borgo Panigale Airport,Bologna
TSF,Treviso / Sant'Angelo Airport,Treviso
FRL,Forli Airport,Forli
VBS,Brescia / Montichiari Airport,Brescia
TRS,Trieste / Ronchi Dei Legionari,Trieste
RMI,Rimini / Miramare - Federico Fellini International Airport,Rimini
VIC,Vicenza Airport,Vicenza
VRN,Verona / Villafranca Airport,Verona
AOI,Ancona / Falconara Airport,Ancona
VCE,Venezia / Tessera -  Marco Polo Airport,Venezia
LCV,Lucca / Tassignano Airport,Lucca
SAY,Siena / Ampugnano Airport,Siena
CIA,Ciampino Airport,Roma
FCO,Leonardo Da Vinci (Fiumicino) International Airport,Rome
QSR,Salerno / Pontecagnano Airport,Salerno
EBA,Marina Di Campo Airport,Marina  Di Campo
NAP,Napoli / Capodichino International Airport,Napoli
PSA,Pisa / San Giusto - Galileo Galilei International Airport,Pisa
FLR,Firenze / Peretola Airport,Firenze
GRS,Grosseto Airport,Grosetto
PEG,Perugia / San Egidio Airport,Perugia
LJU,Ljubljana Joze Pucnik Airport,Ljubljana
POW,Portoroz Airport,Portoroz
GTW,Holesov Airport,Holesov
UHE,Kunovice Airport,Uherske Hradiste
KLV,Karlovy Vary International Airport,Karlovy Vary
MKA,Marianske Lazne Airport,Marianske Lazne
OSR,Ostrava Leos Janacek Airport,Ostrava
OLO,Olomouc Glider Airport,Olomouc
PED,Pardubice Airport,Pardubice
PRV,Prerov Air Base,Prerov
PRG,Václav Havel Airport,Prague
BRQ,Brno-Turany Airport,Brno
VOD,Vodochody Airport,Vodochoky
ZBE,Zabreh Ostrava Airport,Zabreh
TLV,Ben Gurion International Airport,Tel Aviv
BEV,Be'er Sheva (Teyman) Airport,Beersheva
ETM,Ilan and Asaf Ramon Airport,Eilat
ETH,Eilat Airport,Eilat
EIY,Ein Yahav Airfield,Sapir
HFA,Haifa International Airport,Haifa
RPN,Ben Ya'akov Airport,Rosh Pina
KSW,Kiryat Shmona Airport,Kiryat Shmona
MIP,Mitzpe Ramon Airfield,Mitzpe Ramon
MTZ,Bar Yehuda Airfield,Masada
VTM,Nevatim Air Base,Beersheba
VDA,Ovda International Airport,Eilat
SDV,Sde Dov Airport,Tel Aviv
YOT,Yotvata Airfield,Yotvata
MLA,Luqa Airport,Luqa
HOH,Hohenems-Dornbirn Airport,Hohenems / Dornbirn
GRZ,Graz Airport,Graz
INN,Innsbruck Airport,Innsbruck
KLU,Klagenfurt Airport,Klagenfurt am Worthersee
LNZ,Linz Airport,Linz
SZG,Salzburg Airport,Salzburg
VIE,Vienna International Airport,Vienna
SMA,Santa Maria Airport,Vila do Porto
BGC,Braganca Airport,Bragança
BYJ,Beja International Airport,Beja
BGZ,Braga Municipal Aerodrome,Braga
CHV,Chaves Airport,Chaves
CBP,Coimbra Airport,Antanhol
CVU,Corvo Airport,Corvo
CAT,Cascais Airport,Cascais
FLW,Flores Airport,Santa Cruz das Flores
FAO,Faro Airport,Faro
GRW,Graciosa Airport,Santa Cruz da Graciosa
HOR,Horta Airport,Horta
TER,Lajes Field,Lajes
FNC,Madeira Airport,Funchal
QLR,Monte Real Airport,Monte Real
PDL,João Paulo II Airport,Ponta Delgada
PIX,Pico Airport,Pico Island
PRM,Portimão Airport,Portimão
OPO,Francisco de Sá Carneiro Airport,Porto
PXO,Porto Santo Airport,Porto Santo
LIS,Lisbon Portela Airport,Lisbon
SIE,Sines Airport,Sines
SJZ,Sao Jorge Airport,Velas
VRL,Vila Real Airport,Vila Real
VSE,Viseu Airport,Viseu
BNX,Banja Luka International Airport,Banja Luka
OMO,Mostar International Airport,Mostar
SJJ,Sarajevo International Airport,Sarajevo
TZL,Tuzla International Airport,Tuzla
ARW,Arad International Airport,Arad
BCM,Bacau Airport,Bacau
BAY,Tautii Magheraus Airport,Baia Mare
BBU,Baneasa International Airport,Bucharest
GHV,Braşov-Ghimbav International Airport,Braşov
CND,Mihail Kogalniceanu International Airport,Constanta
CLJ,Cluj-Napoca International Airport,Cluj-Napoca
CSB,Caransebes Airport,Caransebes
CRA,Craiova Airport,Craiova
IAS,Iasi Airport,Iasi
OMR,Oradea International Airport,Oradea
OTP,Henri Coanda International Airport,Bucharest
SBZ,Sibiu International Airport,Sibiu
SUJ,Satu Mare Airport,Satu Mare
SCV,Suceava Stefan cel Mare Airport,Suceava
TCE,Tulcea Airport,Tulcea
TGM,Transilvania Targu Mures International Airport,Targu Mures
TSR,Timisoara Traian Vuia Airport,Timisoara
GVA,Geneva Cointrin International Airport,Geneva
QLS,Lausanne-la Blecherette Airport,Lausanne
SIR,Sion Airport,Sion
VIP,Payerne Airport,Payerne
LUG,Lugano Airport,Lugano
BRN,Bern Belp Airport,Bern
BXO,Buochs Airport,Buochs
ZRH,Zurich Airport,Zurich
ACH,St Gallen Altenrhein Airport,Altenrhein
ESB,Esenboga International Airport,Ankara
ANK,Etimesgut Air Base,Ankara
ADA,Adana Airport,Adana
UAB,Incirlik Air Base,Adana
AFY,Afyon Airport,Afyonkarahisar
AYT,Antalya International Airport,Antalya
GZT,Gaziantep International Airport,Gaziantep
KFS,Kastamonu Airport,Kastamonu
KYA,Konya Airport,Konya
MZH,Amasya Merzifon Airport,Amasya
SSX,Samsun Samair Airport,Samsun
VAS,Sivas Airport,Sivas
ONQ,Zonguldak Airport,Zonguldak
MLX,Malatya Erhac Airport,Malatya
ASR,Kayseri Erkilet Airport,Kayseri
TJK,Tokat Airport,Tokat
DNZ,Cardak Airport,Denizli
NAV,Nevsehir Kapadokya International Airport,Nevsehir
ISL,Ataturk International Airport,Istanbul
CII,Cildir Airport,Aydin
BTZ,Bursa Airport,Bursa
BZI,Balikesir Merkez Airport,Balikesir
BDM,Bandirma Airport,Bandirma
CKZ,Canakkale Airport,Canakkale
ESK,Eskisehir Air Base,Eskisehir
ADB,Adnan Menderes International Airport,Izmir
IGL,Cigli Airport,Izmir
USQ,Usak Airport,Usak
YEI,Bursa Yenisehir Airport,Bursa
DLM,Dalaman International Airport,Dalaman
TEQ,Tekirdag Corlu Airport,Corlu
BXN,Imsik Airport,Bodrum
AOE,Anadolu University Airport,Eskisehir
KZR,Zafer Airport,Altintas
EZS,Elazig Airport,Elazig
OGU,Ordu–Giresun Airport,Ordu
DIY,Diyarbakir Airport,Diyarbakir
ERC,Erzincan Airport,Erzincan
ERZ,Erzurum International Airport,Erzurum
KSY,Kars Airport,Kars
TZX,Trabzon International Airport,Trabzon
SFQ,Sanliurfa Airport,Sanliurfa
VAN,Van Ferit Melen Airport,Van
BAL,Batman Airport,Batman
MSR,Mus Airport,Mus
SXZ,Siirt Airport,Siirt
NOP,Sinop Airport,Sinop
KCM,Kahramanmaras Airport,Kahramanmaras
AJI,Agri Airport,Agri
ADF,Adiyaman Airport,Adiyaman
MQM,Mardin Airport,Mardin
GNY,Sanliurfa GAP Airport,Sanliurfa
IGD,Igdir Airport,Igdir
YKO,Yüksekova Selahaddin Eyyubi Airport,Yüksekova
HTY,Hatay Airport,Hatay
ISE,Suleyman Demirel International Airport,Isparta
EDO,Balikesir Korfez Airport,Edremit
BJV,Milas Bodrum International Airport,Bodrum
GZP,Gazipasa Airport,Gazipasa
SZF,Samsun Carsamba Airport,Samsun
SAW,Sabiha Gokcen International Airport,Istanbul
GKD,Imroz Airport,Gokceada
IST,Istanbul Airport,Istanbul
BZY,Balti International Airport,Strymba
RMO,Chișinău International Airport,Chișinău
OHD,Ohrid St. Paul the Apostle Airport,Ohrid
SKP,Skopje Alexander the Great Airport,Skopje
GIB,Gibraltar Airport,Gibraltar
BEG,Belgrade Nikola Tesla Airport,Belgrad
IVG,Berane Airport,Berane
BJY,Batajnica Air Base,Batajnica
INI,Nis Airport,Nis
QND,Cenej Airport,Novi Sad
TGD,Podgorica Airport,Podgorica
TIV,Tivat Airport,Tivat
UZC,Ponikve Airport,Uzice
QWV,Divci Airport,Valjevo
ZRE,Zrenjanin Airport,Zrenjanin
BTS,M. R. Stefanik Airport,Bratislava
KSC,Kosice Airport,Kosice
LUE,Lucenec Airport,Lucenec
PZY,Piestany Airport,Piestany
POV,Presov Air Base,Presov
SLD,Sliac Airport,Sliac
TAT,Poprad-Tatry Airport,Poprad
ILZ,Zilina Airport,Zilina
UWA,Ware Airport,Ware
GDT,JAGS McCartney International Airport,Cockburn Town
MDS,Middle Caicos Airport,Middle Caicos
PIC,Pine Cay Airport,Pine Cay
PLS,Providenciales Airport,Providenciales Island
SLX,Salt Cay Airport,Salt Cay
EPS,Arroyo Barril Airport,Arroyo Barril
BRX,Maria Montez International Airport,Barahona
CBJ,Cabo Rojo Airport,Cabo Rojo
AZS,Samana El Catey International Airport,Samana
COZ,Constanza Dom Re Airport,Costanza
JBQ,La Isabela International Airport,La Isabela
LRM,Casa De Campo International Airport,La Romana
PUJ,Punta Cana International Airport,Punta Cana
POP,Gregorio Luperon International Airport,Puerto Plata
SDQ,Las Americas International Airport,Santo Domingo
STI,Cibao International Airport,Santiago
LIZ,Loring International Airport,Limestone
CBV,Coban Airport,Coban
CIQ,Chiquimula Airport,Chiquimula
CMM,Carmelita Airport,Carmelita
CTF,Coatepeque Airport,Coatepeque
DON,Dos Lagunas Airport,Dos Lagunas
GUA,La Aurora Airport,Guatemala City
HUG,Huehuetenango Airport,Huehuetenango
MCR,Melchor de Mencos Airport,Melchor de Mencos
PBR,Puerto Barrios Airport,Puerto Barrios
PCG,Paso Caballos Airport,Paso Caballos
PKJ,Playa Grande Airport,Playa Grande
PON,Poptun Airport,Poptun
AQB,Santa Cruz del Quiche Airport,Santa Cruz del Quiche
AAZ,Quezaltenango Airport,Quezaltenango
RUV,Rubelsanto Airport,Rubelsanto
LCF,Las Vegas Airport,Rio Dulce
RER,Retalhuleu Airport,Retalhuleu
GSJ,San Jose Airport,Puerto San Jose
FRS,Mundo Maya International Airport,San Benito
UAX,Uaxactun Airport,Uaxactun
AHS,Ahuas Airport,Ahuas
BHG,Brus Laguna Airport,Brus Laguna
CAA,Catacamas Airport,Catacamas
CYL,Coyoles Airport,Coyoles
CDD,Cauquira Airport,Cauquira
OAN,El Arrayan Airport,Olanchito
GAC,Gracias Airport,El Molino
IRN,Iriona Airport,Iriona
JUT,Jutigalpa airport,Jutigalpa
LCE,Goloson International Airport,La Ceiba
LEZ,La Esperanza Airport,La Esperanza
SAP,Ramon Villeda Morales International Airport,La Mesa
GJA,La Laguna Airport,Guanaja
PCH,Palacios Airport,Palacios
PEU,Puerto Lempira Airport,Puerto Lempira
XPL,Comayagua-Palmerola International Airport,Comayagua
RTB,Juan Manuel Galvez International Airport,Roatan Island
SDH,Santa Rosa Copan Airport,Santa Rosa de Copan
RUY,Copan Ruinas Airport,Ruinas de Copan
TEA,Tela Airport,Tela
TGU,Toncontin International Airport,Tegucigalpa
TJI,Trujillo Airport,Trujillo
SCD,Sulaco Airport,Sulaco
UII,Utila Airport,Utila Island
OCJ,Boscobel Aerodrome,Ocho Rios
KIN,Norman Manley International Airport,Kingston
MBJ,Sangster International Airport,Montego Bay
POT,Ken Jones Airport,Ken Jones
NEG,Negril Airport,Negril
KTP,Tinson Pen Airport,Tinson Pen
ACA,General Juan N Alvarez International Airport,Acapulco
AGU,Jesus Teran International Airport,Aguascalientes
HUX,Bahias de Huatulco International Airport,Huatulco
ACN,Ciudad Acuna New International Airport,Ciudad Acuna
CME,Ciudad del Carmen International Airport,Ciudad del Carmen
CUL,Federal de Bachigualato International Airport,Culiacan
CTM,Chetumal International Airport,Chetumal
CEN,Ciudad Obregon International Airport,Ciudad Obregon
CPE,Ingeniero Alberto Acuna Ongay International Airport,Campeche
CJS,Abraham Gonzalez International Airport,Ciudad Juarez
CUU,General Roberto Fierro Villalobos International Airport,Chihuahua
CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria
CYW,Captain Rogelio Castillo National Airport,Celaya
CZM,Cozumel International Airport,Cozumel
CUA,Ciudad Constitucion Airport,Ciudad Constitucion
MMC,Ciudad Mante National Airport,Ciudad Mante
DGO,General Guadalupe Victoria International Airport,Durango
TPQ,Amado Nervo National Airport,Tepic
GDL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara
GYM,General Jose Maria Yanez International Airport,Guaymas
GUB,Guerrero Negro Airport,Guerrero Negro
HMO,General Ignacio P. Garcia International Airport,Hermosillo
CLQ,Lic. Miguel de la Madrid Airport,Colima
SLW,Plan De Guadalupe International Airport,Saltillo
JAL,El Lencero Airport,Xalapa
LZC,Lazaro Cardenas Airport,Lazaro Cardenas
LMM,Valle del Fuerte International Airport,Los Mochis
BJX,Del Bajio International Airport,Silao
LAP,Manuel Marquez de Leon International Airport,La Paz
LTO,Loreto International Airport,Loreto
MAM,General Servando Canales International Airport,Matamoros
MID,Licenciado Manuel Crescencio Rejon Int Airport,Merida
MUG,Mulege Airport,Mulege
MXL,General Rodolfo Sanchez Taboada International Airport,Mexicali
MLM,General Francisco J. Mujica International Airport,Morelia
MTT,Minatitlan/Coatzacoalcos National Airport,Minatitlan
MEX,Licenciado Benito Juarez International Airport,Mexico City
MTY,General Mariano Escobedo International Airport,Monterrey
MZT,General Rafael Buelna International Airport,Mazatlan
NLD,Quetzalcoatl International Airport,Nuevo Laredo
OAX,Xoxocotlan International Airport,Oaxaca
PAZ,El Tajin National Airport,Poza Rica
PBC,Hermanos Serdan International Airport,Puebla
PPE,Puerto Penasco International Airport,Puerto Penasco
PCO,Punta Colorada Airport,La Ribera
PVR,Licenciado Gustavo Diaz Ordaz International Airport,Puerto Vallarta
PXM,Puerto Escondido International Airport,Puerto Escondido
QRO,Queretaro Intercontinental Airport,Queretaro
REX,General Lucio Blanco International Airport,Reynosa
SJD,Los Cabos International Airport,San Jose del Cabo
NLU,Santa Lucia Air Force Base,Reyes Acozac
SLP,Ponciano Arriaga International Airport,San Luis Potosi
TRC,Francisco Sarabia International Airport,Torreon
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutierrez
TIJ,General Abelardo L. Rodriguez International Airport,Tijuana
TQO,Felipe Carrillo Puerto International Airport,Tulum
TAM,General Francisco Javier Mina International Airport,Tampico
TLC,Licenciado Adolfo Lopez Mateos International Airport,Toluca
TAP,Tapachula International Airport,Tapachula
CUN,Cancun International Airport,Cancun
VSA,Carlos Rovirosa Perez International Airport,Villahermosa
VER,General Heriberto Jara International Airport,Veracruz
ZCL,General Leobardo C. Ruiz International Airport,Zacatecas
ZIH,Ixtapa Zihuatanejo International Airport,Ixtapa
ZLO,Playa De Oro International Airport,Manzanillo
BEF,Bluefields Airport,Bluefileds
BZA,San Pedro Airport,Bonanza
RNI,Corn Island,Corn Island
MGA,Augusto C. Sandino (Managua) International Airport,Managua
NVG,Nueva Guinea Airport,Nueva Guinea
PUZ,Puerto Cabezas Airport,Puerto Cabezas
RFS,Rosita Airport,La Rosita
NCR,San Carlos,San Carlos
SIU,Siuna,Siuna
WSP,Waspam Airport,Waspam
BOC,Bocas Del Toro International Airport,Isla Colon
CTD,Alonso Valderrama Airport,Chitre
CHX,Cap Manuel Nino International Airport,Changuinola
DAV,Enrique Malek International Airport,David
ONX,Enrique Adolfo Jimenez Airport,Colon
JQE,Jaque Airport,Jaque
PLP,Captain Ramon Xatruch Airport,La Palma
PAC,Marcos A. Gelabert International Airport,Albrook
PUE,Puerto Obaldia Airport,Puerto Obaldia
BLB,Howard/Panama Pacifico International Airport,Panama City
SYP,Ruben Cantu Airport,Santiago
RIH,Cap Scarlet R. Martínez L. Airport,Río Hato
PTY,Tocumen International Airport,Tocumen
PVE,El Porvenir Airport,El Porvenir
NBL,San Blas Airport,Wannukandi
FON,Arenal Airport,La Fortuna/San Carlos
TTQ,Aerotortuguero Airport,Roxana
BAI,Buenos Aires Airport,Punta Arenas
BCL,Barra del Colorado Airport,Pococi
OTR,Coto 47 Airport,Corredores
JAP,Chacarita Airport,Puntarenas
RIK,Carrillo Airport,Nicoya
DRK,Drake Bay Airport,Puntarenas
FMG,Flamingo Airport,Brasilito
GLF,Golfito Airport,Golfito
GPL,Guapiles Airport,Pococi
PBP,Islita Airport,Nandayure
LIR,Daniel Oduber Quiros International Airport,Liberia
LSL,Los Chiles Airport,Los Chiles
LIO,Limon International Airport,Puerto Limon
CSC,Mojica Airport,Canas
NCT,Guanacaste Airport,Nicoya/Guanacate
NOB,Nosara Airport,Nicoya
SJO,Juan Santamaria International Airport,San Jose
PJM,Puerto Jimenez Airport,Puerto Jimenez
PMZ,Palmar Sur Airport,Palmar Sur
SYQ,Tobias Bolanos International Airport,San Jose
XQP,Quepos Managua Airport,Quepos
RFR,Rio Frio / Progreso Airport,Rio Frio / Progreso
IPZ,San Isidro del General Airport,Perez Zeledon
PLD,Playa Samara Airport,Playa Samara
TOO,San Vito De Java Airport,Coto Brus
TNO,Tamarindo De Santa Cruz Airport,Santa Cruz
TMU,Tambor Airport,Nicoya
UPL,Upala Airport,Upala
SAL,El Salvador International Airport,Santa Clara
ILS,Ilopango International Airport,San Salvador
CYA,Les Cayes Airport,Les Cayes
CAP,Cap Haitien International Airport,Cap Haitien
JAK,Jacmel Airport,Jacmel
JEE,Jeremie Airport,Jeremie
PAP,Toussaint Louverture International Airport,Port-au-Prince
PAX,Port-de-Paix Airport,Port-de-Paix
BCA,Gustavo Rizo Airport,Baracoa
BWW,Las Brujas Airport,Cayo Santa Maria
BYM,Carlos Manuel de Cespedes Airport,Bayamo
AVI,Maximo Gomez Airport,Ciego de Avila
CCC,Jardines Del Rey Airport,Cayo Coco
CFG,Jaime Gonzalez Airport,Cienfuegos
CYO,Vilo Acuna International Airport,Cayo Largo del Sur
CMW,Ignacio Agramonte International Airport,Camaguey
QCO,Colon Airport,Colon
SCU,Antonio Maceo International Airport,Santiago
NBW,Leeward Point Field,Guantanamo Bay Naval Station
GAO,Mariana Grajales Airport,Guantanamo
HAV,Jose Marti International Airport,Havana
HOG,Frank Pais International Airport,Holguin
VRO,Kawama Airport,Matanzas
LCL,La Coloma Airport,Pinar del Rio
UMA,Punta de Maisi Airport,Maisi
MJG,Mayajigua Airport,Mayajigua
MOA,Orestes Acosta Airport,Moa
MZO,Sierra Maestra Airport,Manzanillo
QSN,San Nicolas De Bari Airport,San Nicolas
ICR,Nicaro Airport,Nicaro
GER,Rafael Cabrera Airport,Nueva Gerona
UPB,Playa Baracoa Airport,Havana
QPD,Pinar Del Rio Airport,Pinar del Rio
SNU,Abel Santamaria Airport,Santa Clara
SNJ,San Julian Air Base,Pinar Del Rio
SZJ,Siguanea Airport,Isla de la Juventud
USS,Sancti Spiritus Airport,Sancti Spiritus
TND,Alberto Delgado Airport,Trinidad
VRA,Juan Gualberto Gomez International Airport,Varadero
VTU,Hermanos Ameijeiras Airport,Las Tunas
CYB,Gerrard Smith International Airport,Cayman Brac
LYB,Edward Bodden Airfield,Little Cayman
GCM,Owen Roberts International Airport,Georgetown
MAY,Clarence A. Bain Airport,Mangrove Cay
COX,Congo Town Airport,Andros
MHH,Marsh Harbour International Airport,Marsh Harbour
SAQ,San Andros Airport,Andros Island
AXP,Spring Point Airport,Spring Point
TCB,Treasure Cay Airport,Treasure Cay
BIM,South Bimini Airport,South Bimini
ATC,Arthur's Town Airport,Arthur's Town
TBI,New Bight Airport,Cat Island
CXY,Cat Cay Airport,Cat Cay
CRI,Colonel Hill Airport,Colonel Hill
PWN,Pitts Town Airport,Pitts Town
GGT,Exuma International Airport,George Town
ELH,North Eleuthera Airport,North Eleuthera
GHB,Governor's Harbour Airport,Governor's Harbour
RSD,Rock Sound Airport,Rock Sound
TCV,Torch Cay Airport,Hog Cay
FPO,Grand Bahama International Airport,Freeport
WTD,West End Airport,West End
IGA,Inagua Airport,Matthew Town
LGI,Deadman's Cay Airport,Deadman's Cay
SML,Stella Maris Airport,Stella Maris
MYG,Mayaguana Airport,Mayaguana
NAS,Lynden Pindling International Airport,Nassau
PID,Nassau Paradise Island Airport,Nassau
ZSA,San Salvador Airport,San Salvador
BGK,Big Creek Airport,Big Creek
BZE,Philip S. W. Goldson International Airport,Belize City
MZE,Manatee Airport,Spanish Lookout
AIT,Aitutaki Airport,Aitutaki
AIU,Enua Airport,Atiu Island
MGS,Mangaia Island Airport,Mangaia Island
MHX,Manihiki Island Airport,Manihiki Island
MUK,Mauke Airport,Mauke Island
MOI,Mitiaro Island Airport,Mitiaro Island
PYE,Tongareva Airport,Penrhyn Island
RAR,Rarotonga International Airport,Avarua
EPG,Browns Airport,Weeping Water
ICI,Cicia Airport,Cicia
NAN,Nadi International Airport,Nadi
PTF,Malolo Lailai Island Airport,Malolo Lailai Island
KDV,Vunisea Airport,Vunisea
MNF,Mana Island Airport,Mana Island
MFJ,Moala Airport,Moala
SUV,Nausori International Airport,Nausori
LEV,Levuka Airfield,Bureta
NGI,Ngau Airport,Ngau
LUC,Laucala Island Airport,Laucala Island
LKB,Lakeba Island Airport,Lakeba Island
TVU,Matei Airport,Matei
KXF,Koro Island Airport,Koro Island
RTA,Rotuma Airport,Rotuma
SVU,Savusavu Airport,Savusavu
VAU,Vatukoula Airport,Vatukoula
KAY,Wakaya Island Airport,Wakaya Island
ONU,Ono-I-Lau Airport,Ono-I-Lau
YAS,Yasawa Island Airport,Yasawa Island
EUA,Kaufana Airport,Eua Island
TBU,Fua'amotu International Airport,Nuku'alofa
HPA,Lifuka Island Airport,Lifuka
NFO,Mata'aho Airport,Angaha
NTT,Kuini Lavenia Airport,Niuatoputapu
VAV,Vava'u International Airport,Vava'u Island
VBV,Vanua Balavu Airport,Vanua Balavu
VTF,Vatulele Airport,Vatulele
ABF,Abaiang Airport,Abaiang
BEZ,Beru Airport,Beru
FUN,Funafuti International Airport,Funafuti
KUC,Kuria Airport,Kuria
MNK,Maiana Airport,Maiana
MZK,Marakei Airport,Marakei
MTK,Makin Island Airport,Makin Island
NIG,Nikunau Airport,Nikunau
OOT,Onotoa Airport,Onotoa
TRW,Bonriki International Airport,Tarawa
AEA,Abemama Atoll Airport,Abemama Atoll
TMN,Tamana Island Airport,Tamana Island
NON,Nonouti Airport,Nonouti
AIS,Arorae Island Airport,Arorae Island
TSU,Tabiteuea South Airport,Tabiteuea South
BBG,Butaritari Atoll Airport,Butaritari Atoll
AAK,Buariki Airport,Buariki
IUE,Niue International Airport,Alofi
FUT,Pointe Vele Airport,Futuna Island
WLS,Hihifo Airport,Wallis Island
HBB,Industrial Airpark,Hobbs
AAU,Asau Airport,Asau
APW,Faleolo International Airport,Apia
FGI,Fagali'i Airport,Apia
FTI,Fitiuta Airport,Fitiuta Village
MXS,Maota Airport,Maota
PPG,Pago Pago International Airport,Pago Pago
PPT,Faa'a International Airport,Papeete
APK,Apataki Airport,Apataki
HHZ,Hikueru Atoll Airport,Hikueru Atoll
NAU,Napuka Island Airport,Napuka Island
TKV,Tatakoto Airport,Tatakoto
PUK,Pukarua Airport,Pukarua
NUK,Nukutavake Airport,Nukutavake
AHE,Ahe Airport,Ahe Atoll
KHZ,Kauehi Airport,Kauehi
FHZ,Fakahina Airport,Fakahina
TJN,Takume Airport,Takume
NIU,Niau Airport,Niau
KXU,Katiu Airport,Katiu
UAP,Ua Pou Airport,Ua Pou
UAH,Ua Huka Airport,Ua Huka
BOB,Bora Bora Airport,Motu Mute
TTI,Tetiaroa Airport,Tetiaroa
